module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M3,M3.1.5,,A 10 V battery supplies a resistive load of 10 ohms for 1 minute. What,100 W,10 VA,10 W,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""36. A 10 V battery supplies a resistive load of 10 ohms for 1 minute. What\nis the power supplied\na) 100 W\nb) 10 VA\nc) 10 W"", ""question"": ""A 10 V battery supplies a resistive load of 10 ohms for 1 minute. What"", ""options"": [""100 W"", ""10 VA"", ""10 W""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.03.08,,connected in parallel. What is the total capacitance?,10.01001mF,111mF,1.001001mF,,,MEDIUM,"38. Three capacitors 10 microfarads, 10 nanofarads and 10 millifarads are",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""38. Three capacitors 10 microfarads, 10 nanofarads and 10 millifarads are\nconnected in parallel. What is the total capacitance?\na) 10.01001mF\nb) 111mF\nc) 1.001001mF"", ""question"": ""connected in parallel. What is the total capacitance?"", ""options"": [""10.01001mF"", ""111mF"", ""1.001001mF""], ""correct"": null, ""answer_text"": null, ""category"": ""38. Three capacitors 10 microfarads, 10 nanofarads and 10 millifarads are"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.08"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.3.9,2,If a 1mF capacitor has a potential difference across it of 5V what is the,12.5 J,12.5 mJ,25 mJ,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""39. If a 1mF capacitor has a potential difference across it of 5V what is the\nenergy stored?\na) 12.5 J\nb) 12.5 mJ\nc) 25 mJ\nPage 5\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""If a 1mF capacitor has a potential difference across it of 5V what is the"", ""options"": [""12.5 J"", ""12.5 mJ"", ""25 mJ""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.9"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,Glass is an example of a,paramagnetic material,diamagnetic material,coercive material,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""41. Glass is an example of a\na) paramagnetic material\nb) diamagnetic material\nc) coercive material"", ""question"": ""Glass is an example of a"", ""options"": [""paramagnetic material"", ""diamagnetic material"", ""coercive material""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.1.5,,42. Which of the following is absolute permeability?,µ,µo,µr,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""42. Which of the following is absolute permeability?\na) µ\nb) µo\nc) µr"", ""question"": ""42. Which of the following is absolute permeability?"", ""options"": [""µ"", ""µo"", ""µr""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,A solenoid of 10 turns per meter carries a current of 5A. If the current,5,50,20,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""43. A solenoid of 10 turns per meter carries a current of 5A. If the current\nis reduced to 2.5A, how many turns would be required to maintain the same\nmagnetic field?\na) 5\nb) 50\nc) 20"", ""question"": ""A solenoid of 10 turns per meter carries a current of 5A. If the current"", ""options"": [""5"", ""50"", ""20""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,The point of coercivity occurs when the,magnetizing force applied causes the material to become magnetically,magnetic flux is zero even though a magnetizing force is being applied.,magnetizing force reaches a peak positive or negative value.,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""44. The point of coercivity occurs when the\na) magnetizing force applied causes the material to become magnetically\nsaturated.\nb) magnetic flux is zero even though a magnetizing force is being applied.\nc) magnetizing force reaches a peak positive or negative value."", ""question"": ""The point of coercivity occurs when the"", ""options"": [""magnetizing force applied causes the material to become magnetically"", ""magnetic flux is zero even though a magnetizing force is being applied."", ""magnetizing force reaches a peak positive or negative value.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.2,2,90% of the flux transferred from one to the other?,4.5mH,459mH,63mH,,,MEDIUM,45. What is the mutual inductance if two coils of 10mH and 500mH have,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""45. What is the mutual inductance if two coils of 10mH and 500mH have\n90% of the flux transferred from one to the other?\na) 4.5mH\nb) 459mH\nc) 63mH"", ""question"": ""90% of the flux transferred from one to the other?"", ""options"": [""4.5mH"", ""459mH"", ""63mH""], ""correct"": null, ""answer_text"": null, ""category"": ""45. What is the mutual inductance if two coils of 10mH and 500mH have"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,is the value of the inductor?,10mH,100microH,100mH,,,EASY,"46. An inductor has 1,000 turns of wire and a cross sectional area of",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""46. An inductor has 1,000 turns of wire and a cross sectional area of\n0.001m2. If the core has a permeability of 0.000,001 and the coil is 0.1m, what\nis the value of the inductor?\na) 10mH\nb) 100microH\nc) 100mH"", ""question"": ""is the value of the inductor?"", ""options"": [""10mH"", ""100microH"", ""100mH""], ""correct"": null, ""answer_text"": null, ""category"": ""46. An inductor has 1,000 turns of wire and a cross sectional area of"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,M3.3.2,2,What is the total inductance?,35 mH,2.86 mH,Without knowing the coupling factor the total inductance cannot be,,,EASY,"47. Three inductors 10 mH, 5 mH and 20 mH are connected in parallel.",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""47. Three inductors 10 mH, 5 mH and 20 mH are connected in parallel.\nWhat is the total inductance?\na) 35 mH\nb) 2.86 mH\nc) Without knowing the coupling factor the total inductance cannot be\nfound\nPage 6\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""What is the total inductance?"", ""options"": [""35 mH"", ""2.86 mH"", ""Without knowing the coupling factor the total inductance cannot be""], ""correct"": null, ""answer_text"": null, ""category"": ""47. Three inductors 10 mH, 5 mH and 20 mH are connected in parallel."", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,,,what is the current after 3 secs?,1.26A,0.63A,1A,,,EASY,"48. If the current reaches a maximum through an inductor of 2A in 15 secs,",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""48. If the current reaches a maximum through an inductor of 2A in 15 secs,\nwhat is the current after 3 secs?\na) 1.26A\nb) 0.63A\nc) 1A"", ""question"": ""what is the current after 3 secs?"", ""options"": [""1.26A"", ""0.63A"", ""1A""], ""correct"": null, ""answer_text"": null, ""category"": ""48. If the current reaches a maximum through an inductor of 2A in 15 secs,"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,the line voltage?,115V,200V,346V,,,EASY,49. If the phase voltage in a star connected generator is 200V what will be,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""49. If the phase voltage in a star connected generator is 200V what will be\nthe line voltage?\na) 115V\nb) 200V\nc) 346V"", ""question"": ""the line voltage?"", ""options"": [""115V"", ""200V"", ""346V""], ""correct"": null, ""answer_text"": null, ""category"": ""49. If the phase voltage in a star connected generator is 200V what will be"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.2,2,the apparent power in each line that the generator can produce?,2.3kW,2.3kVA,4kVA,,,MEDIUM,"50. A generator is labeled as having 115V/200V, 20A and PF 0.8. What is",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""50. A generator is labeled as having 115V/200V, 20A and PF 0.8. What is\nthe apparent power in each line that the generator can produce?\na) 2.3kW\nb) 2.3kVA\nc) 4kVA"", ""question"": ""the apparent power in each line that the generator can produce?"", ""options"": [""2.3kW"", ""2.3kVA"", ""4kVA""], ""correct"": null, ""answer_text"": null, ""category"": ""50. A generator is labeled as having 115V/200V, 20A and PF 0.8. What is"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,A starter generator has a,low resistance series field and a low resistance shunt field,low resistance series field and a high resistance shunt field,high resistance series field and a low resistance shunt field,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""51. A starter generator has a\na) low resistance series field and a low resistance shunt field\nb) low resistance series field and a high resistance shunt field\nc) high resistance series field and a low resistance shunt field"", ""question"": ""A starter generator has a"", ""options"": [""low resistance series field and a low resistance shunt field"", ""low resistance series field and a high resistance shunt field"", ""high resistance series field and a low resistance shunt field""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""EASY""}"
M3,M3.03.07,,Thermocouple harnesses are made from the same materials as the,they will not corrode,mini junctions are not formed,the resistance is not increased beyond limits,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""52. Thermocouple harnesses are made from the same materials as the\nthermocouple so that\na) they will not corrode\nb) mini junctions are not formed\nc) the resistance is not increased beyond limits"", ""question"": ""Thermocouple harnesses are made from the same materials as the"", ""options"": [""they will not corrode"", ""mini junctions are not formed"", ""the resistance is not increased beyond limits""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,An oxygen molecule is made up of,two oxygen atoms sharing electrons,two oxygen atoms sharing neutrons,two oxygen atoms sharing protons,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""53. An oxygen molecule is made up of\na) two oxygen atoms sharing electrons\nb) two oxygen atoms sharing neutrons\nc) two oxygen atoms sharing protons"", ""question"": ""An oxygen molecule is made up of"", ""options"": [""two oxygen atoms sharing electrons"", ""two oxygen atoms sharing neutrons"", ""two oxygen atoms sharing protons""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.9,2,A capacitor in a single phase AC motor is to,prevent spikes,block DC,provide a phase shift,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""54. A capacitor in a single phase AC motor is to\na) prevent spikes\nb) block DC\nc) provide a phase shift"", ""question"": ""A capacitor in a single phase AC motor is to"", ""options"": [""prevent spikes"", ""block DC"", ""provide a phase shift""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.9"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,,,The slip speed of an induction motor is,stator speed - rotor speed,stator speed + rotor speed,stator speed,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""55. The slip speed of an induction motor is\na) stator speed - rotor speed\nb) stator speed + rotor speed\nc) stator speed\nrotor speed"", ""question"": ""The slip speed of an induction motor is"", ""options"": [""stator speed - rotor speed"", ""stator speed + rotor speed"", ""stator speed""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
